institution_id,institution_name,acronym,type,category,subcategory,School_Type,State,address,phone,url,subject_ba,subject_bc,subject_bi_muet,subject_bio,subject_bm,subject_bt,subject_che,subject_eko,subject_geo,subject_ict,subject_kmk,subject_l.eng,subject_mm,subject_mm/pp,subject_mt,subject_pa,subject_pakn,subject_phy,subject_pk,subject_pp,subject_sej,subject_ss,subject_sv,subject_sya,subject_tah,subject_usul
MEA1060,SMK Iskandar Shah,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Melaka,"Jalan Kelubi, 77000 Jasin, Melaka",06-5291266,,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
MEA1081,SMK Tun Syed Zahiruddin,,IPTA,Kolej Tingkatan 6,STPM Campuran,SMK,Melaka,"Ayer Tawar, 77300 Merlimau, Melaka",06-2633492,,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0
MEB2103,Kolej T6 Tun Fatimah,,IPTA,Kolej Tingkatan 6,STPM Campuran,Kolej Tingkatan 6,Melaka,"Lorong Tun Fatimah Durian Daun, 75400 Melaka, Melaka",06-2831803,,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0
MEB2091,SMK Gajah Berang,,IPTA,Kolej Tingkatan 6,STPM Sains,SMK,Melaka,"Jalan Gajah Berang, 75200 Melaka, Melaka",06-2831476,,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
MEA2087,SMK Munshi Abdullah,,IPTA,Kolej Tingkatan 6,STPM Campuran,SMK,Melaka,"Batu Berendam, 75350 Melaka, Melaka",06-3175320,,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0
MEA2089,SMK Seri Tanjong,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Melaka,"Tanjung Kling Pos, 76400 Tanjong Kling, Melaka",06-3511539,,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
MEB2090,SMK Tinggi Melaka,,IPTA,Kolej Tingkatan 6,STPM Campuran,SMK,Melaka,"61 Jalan Chan Koon Cheng, 75000 Melaka, Melaka",06-2824466,,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0
MEA2094,SMK Tun Haji Abdul Malek,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Melaka,"KM 10, Cheng, 75250 Melaka, Melaka",06-3357473,,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
MEB2102,SMK Tun Tuah,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Melaka,"Kampung Lapan, Bachang, 75200 Melaka, Melaka",06-3355945,,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
NEE6002,SMK Batu Kikir,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Negeri Sembilan,"Batu Kikir, 72200 Batu Kikir, Negeri Sembilan",06-4981393,,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
NEE6001,SMK Datuk Mansor,,IPTA,Kolej Tingkatan 6,STPM Campuran,SMK,Negeri Sembilan,"KM 4, Jalan Juasseh, 72100 Bahau, Negeri Sembilan",06-4541121,,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0
NEA0025,SMK Duma,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Negeri Sembilan,"KM 2, Jalan Pertang, Kuala Klawang, 71600 Jelebu, Negeri Sembilan",06-6136225,,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
NEA6003,SMK Seri Perpatih,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Negeri Sembilan,"Pusat Bandar Palong 4, 5 & 6, 73430 Gemas, Negeri Sembilan",06-4666362,,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
NEB1081,SMK Tuanku Muhammad,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Negeri Sembilan,"KM 2, Jalan Tampin, 72000 Kuala Pilah, Negeri Sembilan",06-4811030,,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0
NEB2054,SMK Tinggi Port Dickson,,IPTA,Kolej Tingkatan 6,STPM Campuran,SMK,Negeri Sembilan,"KM 3, Jalan Pantai, 71000 Port Dickson, Negeri Sembilan",06-6471295,,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
NRA3001,SMK Agama Dato' Haji Abu Hassan Haji Sail,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Negeri Sembilan,"KM 1, Jalan Seperi, 71400 Pedas, Negeri Sembilan",06-6857162,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
NEA3035,SMK Dato Sedia Raja,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Negeri Sembilan,"KM 27, Jalan Seremban Tampin, 71309 Rembau, Negeri Sembilan",06-6851214,,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
NFT4003,SM Agama Dato' Klana Petra Maamor,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMA,Negeri Sembilan,"KM 5, Jalan Seremban Kuala Pilah, Ampangan, 70400 Seremban, Negeri Sembilan",06-7639361,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
NRA4002,SM Agama Persekutuan Labu,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMA,Negeri Sembilan,"KM 11, Jalan Labu, 71900 Labu, Negeri Sembilan",06-7912245,,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
NRA4001,SMK Agama Sheikh Hj Mohd Said,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Negeri Sembilan,"Jalan Tunku Kurshiah, 70400 Seremban, Negeri Sembilan",06-7623778,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
NEE4100,SMK Dato' Mohd Said.,,IPTA,Kolej Tingkatan 6,STPM Campuran,SMK,Negeri Sembilan,"Pekan Nilai, 71800 Nilai, Negeri Sembilan",06-7991213,,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0
NEE4101,SMK Mantin,,IPTA,Kolej Tingkatan 6,STPM Campuran,SMK,Negeri Sembilan,"Batu 10, Jalan Besar Mantin, 71700 Mantin, Negeri Sembilan",06-7581251,,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0
NEE4099,SMK Rantau,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Negeri Sembilan,"KM 11, Jalan Linsum, 71200 Seremban, Negeri Sembilan",06-6941269,,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
NEA4114,SMK Taman Forest Height,,IPTA,Kolej Tingkatan 6,STPM Campuran,SMK,Negeri Sembilan,"Precint 4, Persiaran Forest Heights 2, 70450 Seremban, Negeri Sembilan",06-7633951,,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0
NEA4088,SMK Tunku Ampuan Durah,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Negeri Sembilan,"Jalan Sikamat, 70400 Seremban, Negeri Sembilan",06-7625590,,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0
NEE5040,SMK Dato'Mohd Taha,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Negeri Sembilan,"KM 28, Jalan Tampin Gemas, 73200 Gemencheh, Negeri Sembilan",06-4316544,,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
NEE5038,SMK Tuanku Abdul Rahman,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Negeri Sembilan,"Jalan Tok Sulong, 73400 Gemas, Negeri Sembilan",07-9481055,,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
NEE5037,SMK Tunku Besar,,IPTA,Kolej Tingkatan 6,STPM Campuran,SMK,Negeri Sembilan,"KM 2, Jalan Seremban, 73000 Tampin, Negeri Sembilan",06-4415425,,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
CEB0019,SMK Ketari,,IPTA,Kolej Tingkatan 6,STPM Campuran,SMK,Pahang,"Jalan Kuala Lumpur, 28700 Bentong, Pahang",09-2221278,,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0
CEAA062,SMK Mengkarak,,IPTA,Kolej Tingkatan 6,STPM Campuran,SMK,Pahang,"Kampung Mengkarak, 28200 Bandar Bera, Pahang",09-2552215,,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0
CEAA156,SMK Purun,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Pahang,"FELDA Purun, 28330 Triang, Pahang",09-2481997,,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
CEBA072,SMK Triang,,IPTA,Kolej Tingkatan 6,STPM Campuran,SMK,Pahang,"Jalan Mengkuang, 28300 Triang, Pahang",09-2507351,,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
CEB1003,SMK Sultan Ahmad Shah,,IPTA,Kolej Tingkatan 6,STPM Campuran,SMK,Pahang,"Persiaran Dayang Endah, Tanah Rata, 39000 Tanah Rata, Pahang",05-4911018,,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0
CEE2032,SMK Jerantut,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Pahang,"Jalan Tembeling, 27000 Jerantut, Pahang",09-2662255,,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
CEA2046,SMK Padang Saujana Jerantut,,IPTA,Kolej Tingkatan 6,STPM Campuran,SMK,Pahang,"Jalan Pejabat Kerajaan, 27000 Jerantut, Pahang",09-2601310,,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
CEA2048,SMK Temin,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Pahang,"Km.5 Jalan Temerloh, 27000 Jerantut, Pahang",09-2662722,,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
CRA2001,SMKA Tengku Ampuan Hajjah Afzan Pahang,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMKA,Pahang,"KM 4, Jalan Jerantut-Temerloh, 27000 Jerantut, Pahang",09-2663330,,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
CEA4022,SMK Abdul Rahman Talib,,IPTA,Kolej Tingkatan 6,STPM Campuran,SMK,Pahang,"Jalan Alor Akar, 25250 Kuantan, Pahang",09-5602244,,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0
CEA4088,SMK Astana,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Pahang,"Jalan Sungai Lembing, 25200 Kuantan, Pahang",09-5721522,,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0
CEA4096,SMK Padang Garuda,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Pahang,"Jalan Lapangan Terbang Shah Kampung Pandan 1, 26070 Kuantan, Pahang",09-5381016,,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
CEB4032,SMK Sultan Abu Bakar,,IPTA,Kolej Tingkatan 6,STPM Campuran,SMK,Pahang,"Jalan Beserah, 25300 Kuantan, Pahang",09-5665759,,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0
CEA4079,SMK Tok Sera,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Pahang,"Jalan Tg Muhamad, 25050 Kuantan, Pahang",09-5686810,,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0
CEE3037,SMK Clifford,,IPTA,Kolej Tingkatan 6,STPM Campuran,SMK,Pahang,"KM 1, Jalan Lipis-Raub, 27200 Kuala Lipis, Pahang",09-3101242,,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0
CEA3057,SMK Seri Lipis,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Pahang,"KM 8, Jalan Lipis Padang Tengku, 27200 Kuala Lipis, Pahang",09-3101321,,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
CEA9165,SMK Jengka 16,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Pahang,"FELDA Sena Jengka 16, Jalan Utama, 26400 Bandar Jengka, Pahang",09-4663789,,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
CEA9114,SMK Jengka 2,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Pahang,"FELDA Cempaka Jengka 2, 26430 Bandar Jengka, Pahang",09-4674325,,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
CEA9157,SMK Jengka Pusat,,IPTA,Kolej Tingkatan 6,STPM Campuran,SMK,Pahang,"Bandar Jengka, 26400 Bandar Jengka, Pahang",09-4677581,,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
CEA9059,SMK Maran,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Pahang,"Jalan Berkat, 26500 Maran, Pahang",09-4771243,,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
CEA9163,SMK Seri Jengka,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Pahang,"Pekan Tajau, 26500 Maran, Pahang",09-4771671,,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
CEA9060,Smktaa Chenor,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Pahang,"Chenor, 28100 Chenor, Pahang",09-2995373,,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
CEA5053,SMK Dato Mahmud Mat,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Pahang,"Tanah Puteh, 26600 Pekan, Pahang",09-4269145,,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
CEE5062,SMK Sultan Ahmad,,IPTA,Kolej Tingkatan 6,STPM Campuran,SMK,Pahang,"Jalan Rompin Lama, 26600 Pekan, Pahang",09-4221252,,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0
CEA5054,SMK Tengku Abdullah,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Pahang,"Jalan Haji Montok, 26600 Pekan, Pahang",09-4221261,,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
CEA5061,Smk(Lktp) Chini,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Pahang,"FELDA Chini 2, 26690 Chini, Pahang",09-4566163,,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
CEA6023,SMK Dong,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Pahang,"KM 16, Jalan Lipis, Kampung Dong, 27400 Raub, Pahang",09-3658225,,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CEA6024,SMK Lktp Tersang,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Pahang,"FELDA Tersang 2, 27610 Raub, Pahang",09-3403931,,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CEB6026,SMK Mahmud,,IPTA,Kolej Tingkatan 6,STPM Campuran,SMK,Pahang,"Jalan Tras, 27600 Raub, Pahang",09-3551046,,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0
CEA6025,SMK Seri Raub,,IPTA,Kolej Tingkatan 6,STPM Campuran,SMK,Pahang,"Jalan Simpang Kallang, 27600 Raub, Pahang",09-3501111,,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
CRA8001,SMK Agama Pahang,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Pahang,"Jalan Sekolah Agama, 26700 Muadzam Shah, Pahang",09-4523901,,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
CEA8017,SMK Rompin,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Pahang,"Jalan Tuan Syed Othman, 26800 Kuala Rompin, Pahang",09-4145228,,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
CEA8027,SMK Selancar,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Pahang,"Jalan Selancar 6, 26700 Muadzam Shah, Pahang",09-4371357,,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
CEA8025,SMK Seri Rompin,,IPTA,Kolej Tingkatan 6,STPM Campuran,SMK,Pahang,"KM 20, Jalan Rompin-Pekan, 26810 Kuala Rompin, Pahang",TIADA,,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
CEA8019,SMK Tg Gemok,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Pahang,"Kampung Tanjung Gemok, 26820 Kuala Rompin, Pahang",09-4132640,,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
CEB7068,SMK Abu Bakar,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Pahang,"Jalan Temerloh-Mentakab, 28000 Temerloh, Pahang",09-2961260,,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
CEA7065,SMK Datuk Bahaman,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Pahang,"Lanchang, 28500 Lanchang, Pahang",09-2803252,,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CEE7070,SMK Mentakab,,IPTA,Kolej Tingkatan 6,STPM Campuran,SMK,Pahang,"Jalan Pekeliling, 28400 Mentakab, Pahang",09-2771155,,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0
CEA7063,SMK Temerloh,,IPTA,Kolej Tingkatan 6,STPM Campuran,SMK,Pahang,"Jalan Mentakab, 28000 Temerloh, Pahang",09-2961316,,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0
AEEB001,SMK Khir Johari,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Perak,"Batu 17, Jalan Bagan Datoh, 36300 Sungai Sumun, Perak",05-6489218,,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
AEEB002,SMK Tun Abdul Razak,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Perak,"Batu 23, Selekoh, 36200 Selekoh, Perak",05-6489235,,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
AEA0041,Kolej Tingkatan Enam Tapah,,IPTA,Kolej Tingkatan 6,STPM Campuran,Kolej Tingkatan 6,Perak,"Jalan Bidor Lama, 35000 Tapah, Perak",05-4013677,,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0
AEEA001,SMK Dato' Zulkifli Mohamad,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Perak,"Slim River, 35800 Slim River, Perak",05-4528275,,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
AEAA004,SMK Proton City,,IPTA,Kolej Tingkatan 6,STPM Campuran,SMK,Perak,"Jalan PC10, Proton City, 35900 Tanjong Malim, Perak",05-4581431,,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0
AEE0040,SMK Sungkai,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Perak,"Jalan Pekan Lama, 35600 Sungkai, Perak",05-4386609,,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
AEB5168,SMK Horley Methodist,,IPTA,Kolej Tingkatan 6,STPM Campuran,SMK,Perak,"Jalan Raja Musa, 36000 Teluk Intan, Perak",05-6221215,,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0
AEB5170,SMK San Min,,IPTA,Kolej Tingkatan 6,STPM Sains,SMK,Perak,"Lot 1146, Jalan Merbok, 36000 Teluk Intan, Perak",05-6221216,,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
AEA5073,SMK Seri Perak,,IPTA,Kolej Tingkatan 6,STPM Campuran,SMK,Perak,"Jalan Changkat Jong, 36000 Teluk Intan, Perak",05-6221707,,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0
AEB5167,SMK St Anthony,,IPTA,Kolej Tingkatan 6,STPM Campuran,SMK,Perak,"Peti Surat 128, 36000 Teluk Intan, Perak",05-6221914,,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0
AEB5165,SMK Sultan Abdul Aziz,,IPTA,Kolej Tingkatan 6,STPM Campuran,SMK,Perak,"Jalan Padang Tembak, 36007 Teluk Intan, Perak",05-6221159,,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0
AEA5074,SMK Sultan Abdullah,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Perak,"Batu 11 1/2 Jalan Chenderong Balai, 36600 Chenderong Balai, Perak",05-6511835,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
AEE7031,SMK Dato' Ahmad,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Perak,"Jalan Alang Iskandar, 33400 Lenggong, Perak",05-7691260,,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
AEE7033,SMK Tun Saban,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Perak,"Jalan Tasek, 33100 Pengkalan Hulu, Perak",04-4778245,,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
AEB2063,SMK Sultan Yussuf,,IPTA,Kolej Tingkatan 6,STPM Campuran,SMK,Perak,"Jalan Ilmu, 31000 Batu Gajah, Perak",05-3633203,,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0
AEB2061,Kolej Tingkatan Enam Seri Ipoh,,IPTA,Kolej Tingkatan 6,STPM Sastera,Kolej Tingkatan 6,Perak,"Lebuh Jansz, 30200 Ipoh, Perak",05-2549207,,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0
AEB2059,Kolej Tingkatan Enam Seri Putera,,IPTA,Kolej Tingkatan 6,STPM Campuran,Kolej Tingkatan 6,Perak,"Kepayang, Fair Park, 31400 Ipoh, Perak",05-5450902,,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0
AEB2043,SMK Anderson,,IPTA,Kolej Tingkatan 6,STPM Campuran,SMK,Perak,"Jalan Hospital, 30450 Ipoh, Perak",05-2494900,,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0
AEA2046,SMK Dato' Haji Mohd Taib,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Perak,"Jalan Sekolah, 31200 Chemor, Perak",05-2011808,,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
AEA2051,SMK Jalan Tasek,,IPTA,Kolej Tingkatan 6,STPM Campuran,SMK,Perak,"Jalan Sultan Azlan Shah (U), Taman Tasek Indra, 31400 Ipoh, Perak",05-5497606,,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
AEA2049,SMK Kg Pasir Puteh,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Perak,"Jalan Pengkalan Barat 18, 31650 Ipoh, Perak",05-3225150,,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
AEB2062,SMK Menglembu,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Perak,"Menglembu, 31450 Menglembu, Perak",05-2812559,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
AEB2045,SMK Methodist Acs,,IPTA,Kolej Tingkatan 6,STPM Campuran,SMK,Perak,"No. 111, Jalan Lahat, 30200 Ipoh, Perak",05-2549336,,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0
AEA2041,SMK Raja Chulan,,IPTA,Kolej Tingkatan 6,STPM Sastera,SMK,Perak,"Jalan Dairy, 31400 Ipoh, Perak",05-5457082,,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
AEB2046,SMK Raja Perempuan,,IPTA,Kolej Tingkatan 6,STPM Campuran,SMK,Perak,"Jalan Batu Bungkal, 30250 Ipoh, Perak",05-2494830,,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
AEB2053,SMK Sam Tet,,IPTA,Kolej Tingkatan 6,STPM Sains,SMK,Perak,"No. 5, Jalan Gereja, 30300 Ipoh, Perak",05-2545457,,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
AEA2047,SMK Seri Keledang,,IPTA,Kolej Tingkatan 6,STPM Sains,SMK,Perak,"Persiaran Keledang Timur 2, 31450 Menglembu, Perak",05-2813240,,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
AEB2044,SMK St Michael,,IPTA,Kolej Tingkatan 6,STPM Campuran,SMK,Perak,"Jalan Dato S P Seenivasagam, 30000 Ipoh, Perak",05-2540418,,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0
