course_id,course,wbl,level,department,field,frontend_label,semesters,description
POLY-DIP-074,Diploma Teknologi Maklumat (Information Security),0,Diploma,Teknologi Maklumat Dan Komunikasi,Teknologi Maklumat,"Komputer, IT & Multimedia",6,"Program pengajian Diploma Teknologi Maklumat (Information Security) ini menyediakan pendidikan dan latihan di dalam bidang Pengkomputeran dengan penekanan khusus pada bidang Teknologi Maklumat. Kursus-kursus yang ditawarkan dibahagikan kepada modul seperti Platform Technologies, Computing Foundation, Programming Essentials, Industry-Led modules dan Industry Domain Cluster yang merujuk kepada tugas tertentu. Kursus-kursus yang ditawarkan membuka peluang kepada para pelajar untuk menceburi pelbagai kerjaya dalam pelbagai sektor ICT. Program ini juga menyediakan pelajar dengan transferable skills dan kemahiran pelbagai yang membolehkan mereka menyesuaikan diri dengan teknologi baharu. Selain daripada kursus teknikal, pelajar juga didedahkan dengan English for Digital Technology, Penghayatan Etika dan Peradaban, Pengajian Islam atau Pendidikan Moral serta Kokurikulum untuk meningkatkan kompetensi mereka dalam kemahiran insaniah. Oleh kerana program ini menekankan self-initiated learning dan kemahiran praktikal, graduan program ini dijangka bersedia untuk menghadapi cabaran dalam dunia teknologi pengkomputeran."
POLY-DIP-075,Diploma Teknologi Maklumat (Digital Game Programming),0,Diploma,Teknologi Maklumat Dan Komunikasi,Teknologi Maklumat,"Komputer, IT & Multimedia",6,"Program pengajian Diploma Teknologi Maklumat (Digital Game Programming) ini menyediakan pendidikan dan latihan di dalam bidang Pengkomputeran dengan penekanan khusus pada bidang Teknologi Maklumat. Kursus-kursus yang ditawarkan dibahagikan kepada modul seperti Platform Technologies, Computing Foundation, Programming Essentials, Industry-Led modules dan Industry Domain Cluster yang merujuk kepada tugas tertentu. Kursus-kursus yang ditawarkan membuka peluang kepada para pelajar untuk menceburi pelbagai kerjaya dalam pelbagai sektor ICT. Program ini juga menyediakan pelajar dengan transferable skills dan kemahiran pelbagai yang membolehkan mereka menyesuaikan diri dengan teknologi baharu. Selain daripada kursus teknikal, pelajar juga didedahkan dengan English for Digital Technology, Penghayatan Etika dan Peradaban, Pengajian Islam atau Pendidikan Moral serta Kokurikulum untuk meningkatkan kompetensi mereka dalam kemahiran insaniah. Oleh kerana program ini menekankan self-initiated learning dan kemahiran praktikal, graduan program ini dijangka bersedia untuk menghadapi cabaran dalam dunia teknologi pengkomputeran."
POLY-DIP-076,Diploma Teknologi Maklumat (Web Development),0,Diploma,Teknologi Maklumat Dan Komunikasi,Teknologi Maklumat,"Komputer, IT & Multimedia",6,"Program pengajian Diploma Teknologi Maklumat (Web Development) ini menyediakan pendidikan dan latihan di dalam bidang Pengkomputeran dengan penekanan khusus pada bidang Teknologi Maklumat. Kursus-kursus yang ditawarkan dibahagikan kepada modul seperti Platform Technologies, Computing Foundation, Programming Essentials, Industry-Led modules dan Industry Domain Cluster yang merujuk kepada tugas tertentu. Kursus-kursus yang ditawarkan membuka peluang kepada para pelajar untuk menceburi pelbagai kerjaya dalam pelbagai sektor ICT. Program ini juga menyediakan pelajar dengan transferable skills dan kemahiran pelbagai yang membolehkan mereka menyesuaikan diri dengan teknologi baharu. Selain daripada kursus teknikal, pelajar juga didedahkan dengan English for Digital Technology, Penghayatan Etika dan Peradaban, Pengajian Islam atau Pendidikan Moral serta Kokurikulum untuk meningkatkan kompetensi mereka dalam kemahiran insaniah. Oleh kerana program ini menekankan self-initiated learning dan kemahiran praktikal, graduan program ini dijangka bersedia untuk menghadapi cabaran dalam dunia teknologi pengkomputeran."
POLY-DIP-077,Diploma Teknologi Maklumat (Data Management & Visualization),0,Diploma,Teknologi Maklumat Dan Komunikasi,Teknologi Maklumat,"Komputer, IT & Multimedia",6,"Program pengajian Diploma Teknologi Maklumat (Data Management & Visualization) ini menyediakan pendidikan dan latihan di dalam bidang Pengkomputeran dengan penekanan khusus pada bidang Teknologi Maklumat. Kursus-kursus yang ditawarkan dibahagikan kepada modul seperti Platform Technologies, Computing Foundation, Programming Essentials, Industry-Led modules dan Industry Domain Cluster yang merujuk kepada tugas tertentu. Kursus-kursus yang ditawarkan membuka peluang kepada para pelajar untuk menceburi pelbagai kerjaya dalam pelbagai sektor ICT. Program ini juga menyediakan pelajar dengan transferable skills dan kemahiran pelbagai yang membolehkan mereka menyesuaikan diri dengan teknologi baharu. Selain daripada kursus teknikal, pelajar juga didedahkan dengan English for Digital Technology, Penghayatan Etika dan Peradaban, Pengajian Islam atau Pendidikan Moral serta Kokurikulum untuk meningkatkan kompetensi mereka dalam kemahiran insaniah. Oleh kerana program ini menekankan self-initiated learning dan kemahiran praktikal, graduan program ini dijangka bersedia untuk menghadapi cabaran dalam dunia teknologi pengkomputeran."
POLY-DIP-078,Diploma Teknologi Media Cetak,1,Diploma,Reka Bentuk Dan Komunikasi Visual,Teknologi Media Cetak,Seni Reka & Kreatif,5,"Program Diploma Teknologi Media cetak dijalankan selama tiga tahun.Program ini member penekanan kepada kemahiran praktikal yang merangkumi teknologi percetakan terkini yang bersesuaian dengan industry percetakan di Malaysia.Program ini akan mendedahkan pelajar kepada pengalaman, cabaran serta merangsang mereka dalam membangunkan pelbagai kemahiran praktikal, pekerjaan, akademik dan sahsiah dalam disiplin berkaitan percetakan. Matlamat program adalah untuk menyediakan pelajar ke dunia pekerjaan di dalam bidang percetakan mahupun menyambung pengajian ke peringkat yang lebih tinggi.
Graduan program ini akan dibekalkan dengan pengetahuan asas bidang rekabentuk, kemahiran dan sikap profesional. Program ini juga menyediakan pelajar dengan ilmu pengetahuan, kemahiran serta amalan-amalan baik di dalam industry percetakan.Kerjasama berpasukan dan kemahiran interaksi yang berkesan akan diterapkan dalam budaya kerja untuk menyediakan pelajar ke dunia pekerjaan sebenar. Pelajar dapat menyelesaikan perkara berkaitan tugas secara kreatif kepada pelanggan dengan ilmu keusahawanan yang cekap."
POLY-DIP-079,Diploma Ukur Bahan,0,Diploma,Kejuruteraan Awam,Ukur Bahan,"Sivil, Seni Bina & Pembinaan",6,"Program pengajian Diploma Ukur Bahan ini direkabentuk untuk melengkapkan pelajar dengan pengetahuan teoritikal, kemahiran teknikal dan tingkah laku yang diperlukan dalam bidang ukur bahan. Pelaksanaan aktiviti pengajaran dan pembelajaran program pengajian ini dijalankan di kampus dan di industri pembinaan yang meliputi skop kerja di dalam pengukuran dan penilaian kuantiti binaan-binaan berdasarkan reka bentuk struktur binaan. Program pengajian ini membentuk pelajar memahami pengetahuan dan kemahiran asas dalam ukur kuantiti bahan seperti membaca lukisan pelan, penggunaan bahan dan teknologi binaan,menulis speksifikasi bahan binaan dan mengira anggaran kos perbelanjaan pembinaan, pengurusan kontrak dan projek pembinaan, undang-undang dan amalan profesional. Kemahiran insaniah, kemahiran berkomunikasi dan kerja berpasukan juga diterapkan kepada pelajar supaya mereka dapat berkomunikasi, berinteraksi dan bekerja secara berpasukan dengan penuh bertanggungjawab dan berkesan.Segala pengetahuan dan kemahiran yang diperolehi oleh pelajar amat berguna untuk membina kerjaya ataupun melanjutkan pelajaran ke peringkat lebih tinggi dalam bidang ukur bahan."
POLY-DIP-080,Diploma Reka Bentuk Fesyen Batik,0,Diploma,Reka Bentuk Dan Komunikasi Visual,Reka Bentuk Fesyen Batik,Seni Reka & Kreatif,6,"Program ini direka dan memberi tumpuan kepada kemahiran dan pengetahuan yang merangkumi semua bidang utama dalam penghasilan pakaian dan batik termasuk rekaan, ilustrasi, pembuatan batik serta aplikasi pelbagai teknik, pemilihan bahan, warna dan tekstur, pembuatan pola, pembuatan pakaian dan keusahawanan melalui penyelidikan, pemerhatian dan percubaan untuk mencipta produk koleksi baharu. Melalui projek akhir, pelajar akan dinilai untuk semua kebolehan dan kemahiran yang dipelajari sepanjang program. Mereka juga digalakkan untuk mencambahkan idea kreatif dan inovatif dalam membangunkan identiti tersendiri bagi mempersembahkan koleksi terakhir mereka. Pelajar perlu melengkapkan enam semester pengajian; lima (5) semester akademik dan latihan industri pada semester akhir di syarikat berkaitan. Semasa semester ke-5, pelajar dikehendaki menyiapkan projek akhir yang juga akan mengukur pengetahuan dan kemahiran yang diperoleh sepanjang pengajian mereka. Koleksi akhir pelajar akan dipamerkan secara profesional pada akhir program melalui VISCOM SHOW. Program ini juga menyediakan graduan dengan nilai tambah dan kemahiran boleh pindah yang membolehkan mereka menyesuaikan diri dengan teknologi baharu, mempunyai kemahiran kepemimpinan, kemahiran keusahawanan dan kemahiran komunikasi yang berkesan sebagai persediaan untuk menempuhi cabaran pasaran global dalam persekitaran industri dan perniagaan."
POLY-DIP-081,Diploma Reka Bentuk Kraf,0,Diploma,Reka Bentuk Dan Komunikasi Visual,Reka Bentuk Kraf,Seni Reka & Kreatif,6,"Diploma Rekabentuk Kraf (Diploma in Design Craft) melengkapkan graduan dengan pengetahuan dan kemahiran yang diperlukan oleh pereka kraf industri. Program ini bertujuan untuk menghasilkan graduan KREATIF dan INOVATIF yang fokus dan berdedikasi untuk cemerlang dalam bidang rekabentuk kraf serta dapat memenuhi perubahan dalam pembangunan sosial, persekitaran dan teknologi. Graduan dilengkapi dengan kemahiran kepemimpinan, kemahiran keusahawanan dan kemahiran komunikasi yang berkesan sebagai persediaan untuk menempuhi cabaran pasaran global dalam persekitaran industri dan perniagaan. Antara kursus-kursus teras yang akan dipelajari termasuklahFundamental of Creative Design, Craft Studies, Wood Properties and Usage, Workshop Skills, Presentation Techniques, Technical Drawing, Craft Making, Craft Finishing, Wood Jointing and Structure, Digital Illustration, Wood Carving Principles and Techniques, Design Craft 1-4, Computer Aided Design, 3D Computer Modelling, 3D CNC MachiningdanCNC Machining."
POLY-DIP-082,Diploma Pengurusan Logistik dan Rantaian Bekalan,1,Diploma,Perdagangan,Pengurusan Logistik dan Rantaian Bekalan,Perniagaan & Perdagangan,5,"Program Diploma Pengurusan Logistik dan Rangkaian Bekalan ditawarkan selaras dengan perkembangan industri logistik yang memacu pertumbuhan ekonomi negara. Program ini bertujuan untuk meningkatkan dan memperkayakan pengetahuan pelajar di dalam bidang logistik dan rangkaian bekalan seperti pengurusan logistik, pengurusan inventori, pemasaran antarabangsa, pengurusan operasi, teknologi maklumat logistik dan rangkaian bekalan serta keusahawanan. Maklumat yang terkandung di dalam program ini dapat membantu pelajar melaksanakan dan mengaplikasi kemahiran yang dipelajari dalam pelbagai bidang yang berkaitan dengan industri pengurusan logistik dan rangkaian bekalan."
POLY-CET-001,Sijil Kejuruteraan Awam,0,Sijil,Kejuruteraan Awam,Kejuruteraan Awam,"Sivil, Seni Bina & Pembinaan",6,"This programme provides students with knowledge and skills in the field of civil engineering covering the construction industry and civil engineering infrastructure development. Graduates from this programme have the potential to work in both the private and government sectors at home and abroad. In addition, they also have the opportunity to continue their studies to the diploma level at other institutions of higher learning in the country and abroad."
POLY-CET-002,Sijil Kejuruteraan Elektrik,0,Sijil,Kejuruteraan Elektrik,Kejuruteraan Elektrik,Elektrik & Elektronik,6,"The Certificate in Electrical Engineering programme includes the discipline of electrical and electronics engineering fundamental courses and computer technologies-based courses. The engineering fundamentals courses are electrical wiring, semiconductor devices, electronic circuits, digital electronics, electrical circuit 1 and 2. The computer technology-based courses are comprising of programming fundamentals, computer aided design and embedded system applications. The green technology elements are also incorporate in the curriculum to provide awareness towards the importance of sustainable energy."
POLY-CET-003,Sijil Kejuruteraan Mekanikal,0,Sijil,Kejuruteraan Mekanikal,Kejuruteraan Mekanikal,Mekanikal & Automotif,6,"The Certificate in Mechanical Engineering programme is designed to produce holistic graduates who have knowledge and competent skills in the field of mechanical engineering to fulfill the demand of workers in engineering sector. Besides that, this programme further aims to instill lifelong and continuous learning, entrepreneurial skills, and connections with society. The programme structure focuses on both theory and practical skills in the subjects of Occupational, Safety and Health for Engineering, Engineering Mathematics, Engineering Drawing, Workshop Technology, Computer Aided Design, Mechanical Workshop Practices and so on."
KKOM-DIP-001,Diploma Dandanan Rambut,1,Diploma,Pelancongan Dan Hospitaliti,Dandanan Rambut,"Hospitaliti, Kulinari & Pelancongan",6,"Program Dandanan Rambut adalah salah satu program yang membolehkan pelajar mendapat pengetahuan dan kemahiran bukan sahaja secara teori bahkan juga secara amali dalam bidang Dandanan Rambut. Dengan pengetahuan dan kemahiran yang diperolehi itu nanti dapat membantu dan mampu menyediakan pelajar ke alam pekerjaan mahupun melanjutkan pelajaran ke peringkat yang lebih tinggi.
Antara lain, program ini dapat melengkapkan pelajar dengan pengetahuan dan kemahiran berkaitan dengan:
1. Teknik dan kaedah melaksanakan Hair Care And Styling, Advance Haircutting, Advance Hair Perming And Straightening, Advance Hair Treatment And Coloring, Advance Styling And Hair Show dan Business Management. Mendedahkan pelajar kepada aspek-aspek keusahawan supaya dapat mewujudkan peluang perniagaan dalam bidang yang berkaitan.
2. Memberi pendedahan kepada pelajar mengenai cara komunikasi yang berkesan.
3. Memastikan pelajar mahir dengan kaedah dan teknik menggunakan mesin yang betul dan berkesan mengikut prosedur-prosedur yang telah ditetapkan.
4. Membantu dalam memantapkan lagi kemahiran pelajar dalam bidang Hair Care And Styling, Advance Haircutting, Advance Hair Perming And Straightening, Advance Hair Treatment And Coloring, Advance Styling And Hair Show dan Business Management.
5. Memberi pendedahan kepada pelajar tentang cara pengurusan salun atau perniagaan dan projek."
KKOM-DIP-002,Diploma in 3D Animation Technology,1,Diploma,Reka Bentuk Dan Komunikasi Visual,3D Animation Technology,Seni Reka & Kreatif,5,"Diploma in 3D Animation Technologyprogramme is designed to focus on sets of core competencies based on a body of knowledge in the animation discipline. The program focuses on practical skills to develop assets for creative content, especially for animation development and the related creative industry. Quintessential knowledge and skills are taught in courses such as drawing, art fundamentals and animation development fundamentals. Additional sets of skills and competencies in developing assets are taught in Story Development, 3D Asset Development, Shading and Texturing. Advanced competencies in developing characters are taught in 3D Character Modelling and Character Rigging. Competencies in acting, visual effect and editing are taught in Acting for Animator, Dynamic Animation, Digital Editing and Cinematography. Moreover, this programme develops students' competencies to create animation using 3D software. This programme will also guide students to create 3D animation projects and create artist portfolios. A good 3D animation production portfolio will be created while producing arts in the animation industry."
KKOM-DIP-003,Diploma in Architectural Technology,1,Diploma,Kejuruteraan Awam,Architectural Technology,"Sivil, Seni Bina & Pembinaan",6,"Diploma in Architecture Technology is promised to produce holistic, balanced and technopreneurial graduates through its programmes design and delivery. The programme will provide graduates with the architectural technical knowledge and Building Information Modelling (BIM) skills to work in the construction industry with appropriate competencies and also the opportunity of pursuing studies in related field. The nature of the programme is technology-design discipline where the courses are BIM studio-based with projectoriented approaches. Therefore, all of the discipline courses are aligned to support the Architectural BIM Courses, while the elective courses offered are for the students to endeavour into new interest area as well as to help the students to enhance the discipline core. The development of holistic and balanced graduates is through nine learning outcomedomains of the Malaysian Board of Technologists (MBOT) Framework with the interpersonal and communication skills are set as the programmes niche."
KKOM-DIP-004,Diploma in Culinary Arts,1,Diploma,Pelancongan Dan Hospitaliti,Culinary Arts,"Hospitaliti, Kulinari & Pelancongan",5,"Diploma in Culinary Arts is designed to equip students with the fundamental knowledge and skills in the field of culinary arts. This programme offers hands-on practical skills and prepares students to excel in terms of culinary fields as well as food and beverage services. This programme is designed to resemble an apprenticeship training programme where students will be attached to a designated hotel for a period of eight (8) months throughout the duration of the program. This includes butchery, main kitchen, cold kitchen, banquet, coffee house and pastry. This course also offers the full spectrum of training from the fundamental module including Food Service Sanitation, Fundamental of Culinary Arts, Basic Western Cookery, Food and Beverage Service, Patisserie, Food and beverage Cost Control and Garde Manger. After mastering the basics, the programme will then focus on advanced-level which includes Commercial Foodservice Operation, Culinary Project, International Cuisine and Asian Cuisine."
KKOM-DIP-005,Diploma in Electronics Instrumentation Technology,1,Diploma,Kejuruteraan Elektrik,Electronics Instrumentation Technology,Elektrik & Elektronik,6,"Diploma in Electronics (Instrumentation) programme is designed to produce graduates that have knowledge and skills in the field of electronic technology discipline, with specialization in electronic instrumentation which includes, electrical and electronic fundamentals, data acquisition system, sensor and transducers, PCB design and test, computer-based instrument and electronic control while emphasizing the area of specializations.
The specialization courses include in-house installation and test, maintenance, troubleshooting and repair, calibration and data collection, site-installation and test, component sourcing and quotation and bill of material and specification."
KKOM-DIP-006,Diploma in Games Art Technology,1,Diploma,Reka Bentuk Dan Komunikasi Visual,Games Art Technology,Seni Reka & Kreatif,6,"Diploma in Games Art Technology programme is designed to focus on sets of core competencies based on a body of knowledge in the 3D Game Art discipline. The program focuses on practical skills to develop assets for creative content, especially for games development and the related creative industry. Quintessential knowledge and skills are taught in courses such as drawing, art fundamentals and game development fundamentals. Additional sets of skills and competencies in developing assets are taught in Concept Art for Game, 3D Modelling and Texturing, Advanced 3D Game Modelling and Texturing, 3D Environment and Lighting, and Advanced Texturing. Advanced competencies in developing characters are taught in 3D Art for Character, Character Modelling for Game and 3D Animation Development. Moreover, this programme develops students' competencies to create game art using two different game engines in courses such as the 3D Game Engine I and 3D Game Engine II. This programme will also guide students to create game art projects and create game artist portfolios. The Diploma in Games Art Technology programme also allows students to choose other fundamental skills through elective courses such as 2D Game Art, Extended Reality, Visual and Sound Effect for Game, Basic Programming and Game Level Design. A good game art production portfolio will be created while producing arts in the gaming industry."
KKOM-DIP-007,Diploma in Hotel Management,1,Diploma,Pelancongan Dan Hospitaliti,Hotel Management,"Hospitaliti, Kulinari & Pelancongan",5,"The Diploma in Hotel Management (DHT) is designed to pursue an exciting career in the hospitality industry. The DHT programme implements hands-on training, collaborative, and interactive learning as its learning strategies. This programme emphasis on comprehensive approach in integrating learning and real work experience through WBL programme. The courses comprise of Restaurant Operation, Banquet Operation, Housekeeping Operation and Front Office Operation. This programme also offers fundamental competencies consist of Introduction of Hospitality and Tourism Industry, Principles of Food and Beverage Service, Principles of Marketing, Restaurant Service, Beverage Studies, Principle of Housekeeping, Principle of Front Office, Customer Service Experience, Hotel and Restaurant Accounting, Introduction to Hospitality Law, Digital Entrepreneurship, Hotel Green Practices, Food Safety and Hygiene and Hospitality Project."
KKOM-DIP-008,Diploma in Mechanical Design Technology,1,Diploma,Kejuruteraan Mekanikal,Mechanical Design Technology,Mekanikal & Automotif,5,"This programme is designed to produced graduates that have knowledge and competent skills in the field of CAD to fulfil the demand of workers in technology sector. This programme is designed to introduce students to Computer Aided Design and Drafting (2D and 3D) in equipment design, piping design and plant modeling. This programme offers students an opportunity to study courses such as Fluid Mechanics, Mechanical Design, Computer Aided Drawing 2D, Technology of Electric and Electronic, Blueprint Reading, Code and Specification, CAD Plant 3D, Computer Aided Drawing and Design, Mechanical and Electrical Services Drawing, CAD Piping and Instrumentation Diagram (CAD P&ID), Piping Process Design, Pneumatic and Hydraulic, Occupational Safety and Health. In addition to the technical courses, students are also learn the Islamic Studies, Moral Studies, Essential English, Mathematics, Digital Literacy, Malaysian Education, Science, Entrepreneurship and Sport as curriculum. As the programme emphasizes self-initiated learning and hands-on competencies, graduates of this programme will acquire knowledge and skills which are highly relevant to the related industry."
KKOM-DIP-009,Diploma in Mobile Technology,1,Diploma,Kejuruteraan Elektrik,Mobile Technology,Elektrik & Elektronik,5,"Diploma in Mobile Technology program is designed to produce graduates that have knowledge and skills in electrical and electronic technology with specialization in mobile technology, which includes electrical and electronic fundamentals, basic programming, telecommunication system fundamentals, while emphasizing the area of specialization. The specialization courses include wireframe design, UI UX design, mobile apps development, mobile device architecture, mobile phone repairing, tablet repairing, mobile software troubleshooting and sales and marketing."
KKOM-DIP-010,Diploma In Patisserie,1,Diploma,Pelancongan Dan Hospitaliti,Patisserie,"Hospitaliti, Kulinari & Pelancongan",5,"Diploma in Patisserie is designed to equip student with the knowledge and skills on the field of pastry. Thus, it will provide students with the opportunity to develop their skills through hands-on practical application in equipped kitchen labs. The introduction of classical and contemporary pastry approaches is at the core in preparing excellent, holistic and balanced students. This course offers the full spectrum of training from the fundamental module including food service sanitation, kitchen management, pastry skill, cakes, bread and pastry productions. After mastering the basics, the programme will then focus on advanced-level baking and pastry which includes food and beverage cost control, advanced cakes, advanced pastry, pastry and bakery project, cakes artistry, dessert presentation, sugar arts and chocolate work. This special programme is also designed to resemble an apprenticeship training programme where students will be attached to a designated hotel for a period of eight (8) months throughout the duration of the programme."
KKOM-DIP-011,Diploma in Rail Signalling And Communication Technology,1,Diploma,Kejuruteraan Elektrik,Rail Signalling And Communication Technology,Elektrik & Elektronik,6,"Diploma in Rail Signalling and Communication Technology programme is designed to produce graduates that have knowledge and skills in the field of electrical technology discipline, with specialization in signalling and communication technologies in the rail transportation system which includes, electrical and electronic fundamentals, operation & management system, power and electrification, fire alarm and surveillance system, communication technology, automation and control system, transmission and safety management while emphasizing the area of specialization. The specialization courses include safety and standard operation in railway, project management, design and development procedure, regulations and ethics in railway industry and quality management design and operation."
KKOM-DIP-012,Diploma in Sound & Lighting Technology,1,Diploma,Kejuruteraan Elektrik,Sound & Lighting Technology,Elektrik & Elektronik,5,"Diploma in Sound and Lighting Technology programme is designed to produce graduates that have knowledge and skills in the field of electrical technology discipline, with specialization in the sound and lighting technology which includes electrical and electronic fundamental, electrical installation, computer aided design while emphasizing the area of specialization. The specialization courses include Sound and Lighting Fundamental, Loudspeaker and Audio Measurement, Audio and Lighting System, Lighting Design and Audio Balancing. During the work base learning (WBL), the student will get their extra knowledge in sound and lighting system such as Digital Sound for Live Music, Live Sound System Setup, Audio Processing Technique for Live Sound, Advanced Lighting System, Studio and Outdoor Lighting and Entertainment Lighting. As the programme emphasizes self-initiated learning and hands-on competencies, graduates of this program will acquire knowledge and skills which are highly relevant to the industry."
KKOM-DIP-013,Diploma in Telecommunication Technology,1,Diploma,Kejuruteraan Elektrik,Telecommunication Technology,Elektrik & Elektronik,5,"Diploma in Telecommunication Technology programme is designed to produce graduates that have knowledge and skills in the field of electrical technology discipline, with specialization in the telecommunication technology which includes, electrical and electronic fundamentals, telecommunication, computer aided design, programming, microcontroller, ICT and network security while emphasizing the area of specialization. The specialization courses include optical fiber communication, IoT, project management, installations, operation, maintenance, and testing-commissioning."
KKOM-DIP-014,Diploma Teknologi Kenderaan Perdagangan,1,Diploma,Kejuruteraan Mekanikal,Teknologi Kenderaan Perdagangan,Mekanikal & Automotif,5,"Diploma in Commercial Vehicle Technology is designed to produce graduates that have knowledge and skills in the field of commercial vehicle technology to meet the increasing demand in the automotive industry or being successful entrepreneurs. The programme structure focuses on the areas of commercial vehicle technology including occupational safety and health, hydraulic and pneumatic, vehicle electric and electronic, vehicle air conditioning system, chassis system, transmission system, diesel engine, service centre management and research and innovation."
KKOM-DIP-015,Diploma Teknologi Solar Fotovoltan,1,Diploma,Kejuruteraan Elektrik,Teknologi Solar Fotovoltan,Elektrik & Elektronik,6,"Program ini direka bentuk untuk memperkenalkan kepada pelajar tentang teknologi semasa dalam bidang solar fotovoltan di mana pelajar didedahkan dengan kemahiran dan pengetahuan terkini. Antara lain, program ini dapat melengkapkan pelajar dengan pengetahuan dan kemahiran berkaitan dengan:
1. Akta Keselamatan dan Kesihatan Pekerjaan
2. Akta Bekalan Elektrik dan Peraturan-peraturan Elektrik
3. Pendawaian Elektrik Fasa Tunggal dan Tiga Fasa
4. Asas Elektrik, Asas Elektronik dan Sistem Bekalan Kuasa Elektrik
5. Reka bentuk Terbantu Komputer dan Kemahiran Penyeliaan"
KKOM-DIP-016,Diploma Terapi Kecantikan,1,Diploma,Pelancongan Dan Hospitaliti,Terapi Kecantikan,"Hospitaliti, Kulinari & Pelancongan",6,"Program Terapi Kecantikan adalah salah satu program yang membolehkan pelajar mendapat pengetahuan dan kemahiran bukan sahaja secara teori bahkan juga secara amali dalam bidang Terapi Kecantikan. Dengan pengetahuan dan kemahiran yang diperolehi itu nanti dapat membantu dan mampu menyediakan pelajar ke alam pekerjaan mahupun melanjutkan pelajaran ke peringkat yang lebih tinggi.
Antara lain, program ini dapat melengkapkan pelajar dengan pengetahuan dan kemahiran berkaitan dengan:
1. Teknik dan kaedah melaksanakan rawatan kulit muka, spa tangan dan kaki, persolekan air brush, pengurusan spa dan projek.
2. Mendedahkan pelajar kepada aspek-aspek keusahawan supaya dapat mewujudkan peluang perniagaan dalam bidang yang berkaitan.
3. Memberi pendedahan kepada pelajar mengenai cara komunikasi yang berkesan.
4. Memastikan pelajar mahir dengan kaedah dan teknik menggunakan mesin yang betul dan berkesan mengikut prosedur-prosedur yang telah ditetapkan.
5. Membantu dalam memantapkan lagi kemahiran pelajar dalam bidang rawatan kulit muka, spa tangan dan kaki serta persolekan.
6. Memberi pendedahan kepada pelajar tentang cara pengurusan spa atau perniagaan dan projek."
KKOM-CET-001,Certificate in Culinary Arts,0,Sijil,Pelancongan Dan Hospitaliti,Certificate In Culinary Arts,"Hospitaliti, Kulinari & Pelancongan",4,"Program ini direka untuk melahirkan tenaga kerja yang berkelayakan dan berkemampuan untuk berkhidmat di bahagian kulinari. Pelajar-pelajar akan diajar untuk melaksanakan pelbagai teknik dan resepi yang digunakan dalam masakan Barat, masakan Asia dan pastri, sekaligus membolehkan mereka berkhidmat di mana-mana hotel atau resort.
SENARAI MODUL UNTUK PROGRAM INI
* Asas Masakan
* Asas Operasi Pramusaji
* Asas Bahasa Inggeris
* Kemahiran Pembelajaran & Pembangunan Profesional
* Pengenalan kepada Industri Hospitaliti
* Pengajian Malaysia
* Masakan Gunaan
* Pastri 1
* Bahasa Inggeris Pertengahan 1
* Matematik Gunaan untuk Hospitaliti
* Makanan & Budaya
* Bahasa Kebangsaan / Keusahawanan Digital
* Masakan Profesional
* Pastri 2
* Bahasa Inggeris Pertengahan 2
* Pengurusan Kendiri
* Pendidikan Islam / Moral"
KKOM-CET-002,Certificate in Food & Beverage Service,0,Sijil,Pelancongan Dan Hospitaliti,Certificate In Food & Beverage Service,"Hospitaliti, Kulinari & Pelancongan",4,"Program ini direka untuk melahirkan tenaga kerja yang berkelayakan dan berkemampuan untuk berkhidmat di bahagian pramusaji. Pelajar-pelajar akan diajar pelbagai teknik pramusaji untuk memastikan pramusajian berkualiti untuk tetamu tempatan dan antarabangsa.
SENARAI MODUL UNTUK PROGRAM INI
* Asas Masakan
* Asas Operasi Pramusaji
* Asas Bahasa Inggeris
* Kemahiran Pembelajaran & Pembangunan Profesional
* Pengenalan kepada Industri Hospitaliti
* Pengajian Malaysia
* Pengajian Pramusaji
* Bahasa Inggeris Pertengahan 1
* Matematik Gunaan untuk Hospitaliti
* Makanan & Budaya
* Bahasa Kebangsaan / Keusahawanan Digital
* Operasi Pramusaji Professional
* Teknik Pramusaji Lanjutan
* Bahasa Inggeris Pertengahan 2
* Pengurusan Kendiri
* Pendidikan Islam / Moral"
KKOM-CET-003,Certificate In Recreational Tourism,0,Sijil,Pelancongan Dan Hospitaliti,Certificate In Recreational Tourism,"Hospitaliti, Kulinari & Pelancongan",4,"The Certificate in Recreational Tourism is designed to cover the current wide discipline of the recreational and tourism industry. This program covers a spectrum of applied competencies and abilities associated with the industry. The program offers core disciplinary courses such as Fundamentals of Tourism Industry, Recreation Operation, First Aid Basics in Tourism Industry, Terrestrial Recreational Tourism, Marine Recreational Tourism, Nature Interpretation Services, Tour Guiding Techniques, Recreation Package and Digital Skills in Tourism Industry. Students will also be taught knowledge and skills related to compulsory courses which will provide students with soft
skills and self-learning through assignments and projects. On the other hand, students will undergo industrial training in the final semester to adapt with real-work environment as well as to gain competitiveness in the employment market in the field of recreation and tourism."
